Zykluszahl,Spritzdruck,SC-Position,SC-Geschwindigkeit,SC-Drehzahl,IST-Schliesskraft,WZ-Position,WZ-Geschwindigkeit,Kreuzkopf-Geschwindigkeit,AW-Position,AW-Geschwindigkeit,SC-Drehmoment,AW-Kraft,EE-Position,EE-Geschwindigkeit,EE-Stellsignal,Anlagekraft,Kreuzkopf-Position,Werkzeuginnendruck 1,Werkzeuginnendruck 2
46625,-0.512,67.62700000000001,0.0,0.0,-2.178,350.0786,0.0,0.0,5.742,0,2.0,-0.47500000000000003,310.005,-4.923900000000001,34.08,0.0,257.832,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,350.0786,0.0,0.0,5.742,0,1.0,-0.49,310.005,-2.5733,34.26,0.0,257.832,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,350.0786,0.0,0.0,5.742,0,2.0,-0.48,310.005,2.5733,35.85,0.0,257.832,0.0,0
46625,-0.853,67.62700000000001,0.0,0.0,-2.178,350.0786,0.0,-0.2,5.742,0,1.0,-0.48,310.005,0.7918000000000001,37.230000000000004,0.0,257.832,0.0,0
46625,-0.853,67.62700000000001,0.0,0.0,-2.178,350.0786,0.0,-2.0,5.742,0,0.0,-0.5,310.14000000000004,3.563,37.56,0.0,257.832,0.0,0
46625,-0.853,67.62700000000001,0.0,0.0,-2.178,349.9589,-40.6,-5.5,5.742,0,0.0,-0.47000000000000003,310.005,1.6826,37.68,0.0,257.773,0.0,0
46625,-0.853,67.62700000000001,0.0,0.0,-2.178,349.80060000000003,-40.6,-9.9,5.742,0,0.0,-0.49,310.005,-2.7713,36.63,0.0,257.695,0.0,0
46625,-0.853,67.62700000000001,1.0,0.0,-2.178,349.80060000000003,0.0,-10.4,5.742,0,1.0,-0.505,310.005,-3.3651,36.480000000000004,0.0,257.695,0.0,0
46625,-1.0230000000000001,67.62700000000001,0.0,0.0,-2.178,349.48400000000004,-40.6,-17.0,5.742,0,0.0,-0.47500000000000003,310.005,-2.5486,36.06,0.0,257.539,0.0,0
46625,-1.0230000000000001,67.62700000000001,0.0,0.0,-2.178,349.0883,-38.6,-23.1,5.742,0,0.0,-0.47500000000000003,310.005,6.0704,36.21,0.0,257.344,0.0,0
46625,-1.0230000000000001,67.62700000000001,0.0,0.0,-2.178,348.5323,-79.10000000000001,-30.0,5.742,0,0.0,-0.47000000000000003,310.005,2.9692000000000003,36.39,0.0,257.07,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,347.82,-79.10000000000001,-37.9,5.742,0,0.0,-0.47500000000000003,310.005,-1.7155,35.64,0.0,256.719,0.0,0
46625,-1.0230000000000001,67.62700000000001,0.0,0.0,-2.178,346.9803,-79.9,-45.5,5.742,0,0.0,-0.455,310.14000000000004,-0.3134,34.74,0.0,256.309,0.0,0
46625,-0.853,67.62700000000001,0.0,0.0,-2.178,345.9778,-121.0,-52.1,5.742,0,1.0,-0.505,310.005,-0.39590000000000003,34.05,0.0,255.82000000000002,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,344.8175,-120.9,-59.0,5.742,0,0.0,-0.44,310.005,0.42060000000000003,33.99,0.0,255.25400000000002,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,343.5362,-121.0,-65.10000000000001,5.742,0,1.0,-0.47500000000000003,310.23,1.1052,34.77,0.0,254.62900000000002,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,342.1313,-161.70000000000002,-71.2,5.742,0,0.0,-0.445,310.14000000000004,2.4826,35.79,0.0,253.94500000000002,0.0,0
46625,-0.853,67.62700000000001,0.0,0.0,-2.178,340.6345,-120.30000000000001,-75.3,5.742,0,1.0,-0.51,309.915,-0.1155,36.81,0.0,253.223,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,339.0134,-163.70000000000002,-78.10000000000001,5.742,0,1.0,-0.495,310.005,-5.6085,37.050000000000004,0.0,252.441,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,337.35490000000004,-201.10000000000002,-80.10000000000001,5.742,0,0.0,-0.47500000000000003,310.14000000000004,-2.3094,36.81,0.0,251.64100000000002,0.0,0
46625,-1.0230000000000001,67.62700000000001,0.0,0.0,-2.178,335.6795,-163.70000000000002,-80.3,5.742,0,0.0,-0.485,309.915,3.9342,36.09,0.0,250.84,0.0,0
46625,-0.682,67.62700000000001,-0.5,0.0,-2.178,333.9993,-163.6,-80.9,5.742,0,0.0,-0.47500000000000003,310.005,-0.39590000000000003,35.97,0.0,250.03900000000002,0.0,0
46625,-0.512,67.62700000000001,0.0,0.0,-2.178,332.319,-163.6,-80.10000000000001,5.742,0,1.0,-0.495,310.005,-2.3919,36.24,0.0,249.238,0.0,0
46625,-0.682,67.62700000000001,0.0,0.0,-2.178,330.63100000000003,-165.6,-80.10000000000001,5.742,0,0.0,-0.48,310.14000000000004,2.0042,35.85,0.0,248.43800000000002,0.0,0
46625,-1.0230000000000001,67.62700000000001,0.0,0.0,-2.178,328.9302,-165.6,-80.10000000000001,5.742,0,2.0,-0.47500000000000003,310.005,-0.5938,35.85,0.0,247.637,0.0,0
